ID,Title,Authors,Date,URL,Page Number
3370,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/ro-ro,862
3371,A strategic approach to climate action in cities—focused acceleration,Not specified,"November 12, 2017",https://www.mckinsey.com/capabilities/sustainability/our-insights/a-strategic-approach-to-climate-action-in-cities-focused-acceleration,963
3372,Unlocking business acceleration in a hybrid cloud world,"Arul Elumalai , Roger Roberts","August 5, 2019",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/unlocking-business-acceleration-in-a-hybrid-cloud-world,963
3373,Needle in a haystack: Patents that inspire agricultural innovation,"Doruk Caner , Julien Claes , Djavan De Clercq , Michael Taksyak","September 1, 2020",https://www.mckinsey.com/industries/agriculture/our-insights/needle-in-a-haystack-patents-that-inspire-agricultural-innovation,963
3374,"Despite HR interventions, women, LGBTQ+ employees, people of color, and parents all say they are really struggling",Not specified,"November 30, 2020",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/despite-hr-interventions-women-lgbtq-plus-employees-people-of-color-and-parents-all-say-they-are-really-struggling,963
3375,Optimizing water treatment with online sensing and advanced analytics,Not specified,"October 29, 2020",https://www.mckinsey.com/industries/metals-and-mining/our-insights/optimizing-water-treatment-with-online-sensing-and-advanced-analytics,963
3376,The future of sustainable fashion,Not specified,"December 14, 2020",https://www.mckinsey.com/industries/retail/our-insights/the-future-of-sustainable-fashion,963
3377,Analytics-to-Value: Digital analytics optimizing products and portfolios,Not specified,"April 21, 2021",https://www.mckinsey.com/capabilities/operations/our-insights/analytics-to-value-digital-analytics-optimizing-products-and-portfolios,963
3378,The latest McKinsey Global Surveys,Not specified,"June 20, 2021",https://www.mckinsey.com/featured-insights/themes/the-latest-mckinsey-global-surveys,265
3379,Talent squeeze: Planning for the energy sector’s talent transition,"Ignacio Fantaguzzi , Christopher Handscomb , Iyad Sheikh , Aly Torres","February 1, 2024",https://www.mckinsey.com/industries/oil-and-gas/our-insights/talent-squeeze-planning-for-the-energy-sectors-talent-transition,265
3380,"“Eighty percent of successful CEOs come from within their companies, but many of them think like outsiders.”",Not specified,"January 16, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/january-16-2024,265
3381,O que é a IA (Inteligência Artificial)? | Portugal,Not specified,"April 3, 2024",https://www.mckinsey.com/pt/our-insights/explainers/o-que-e-a-ia,265
3382,Well-being in the Workplace,Not specified,Not specified,https://www.mckinsey.com/featured-insights/well-being-in-the-workplace,469
3383,"Author Talks: People, planet, profits, and …",Not specified,"September 30, 2022",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-people-planet-profits-and,469
3384,Reducing food loss: What grocery retailers and manufacturers can do,"Moira Borens , Sebastian Gatzer , Clarisse Magnin , Bjorn Timelin","September 7, 2022",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/reducing-food-loss-what-grocery-retailers-and-manufacturers-can-do,469
3385,Should North American life insurers stop prioritizing share buybacks?,"Alex D’Amico , Jay Gelb , Zane Williams","March 2, 2023",https://www.mckinsey.com/industries/financial-services/our-insights/insurance-blog/should-north-american-life-insurers-stop-prioritizing-share-buybacks,469
3386,As instituições financeiras da América Latina estão prontas para a sustentabilidade?,"Juan Aristi Baquero , Cristian Berner , Xavier Costantini , David Frances , Elias Goraieb , Fernando Salazar de Lara","August 9, 2023",https://www.mckinsey.com/industries/financial-services/our-insights/are-latin-american-financial-institutions-ready-for-sustainability/pt-br,469
3387,A new operating model for pharma: How the pandemic has influenced priorities,"Michael Balz , Alix Burke , Alberto Montagner , Michele Tarallo","December 21, 2021",https://www.mckinsey.com/industries/life-sciences/our-insights/a-new-operating-model-for-pharma-how-the-pandemic-has-influenced-priorities,560
3388,"“There is always uncertainty, and smart investors will always move with the times. The mindset that can increase the odds of success is to see challenges but to look for the opportunities in them as well as see the risks.”",Not specified,"November 10, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/november-10-2022,560
3389,Understanding and managing the hidden health crisis of COVID-19 in Europe,"Giles Colclough , Penny Dash , Lieven Van der Veken","June 2, 2020",https://www.mckinsey.com/industries/healthcare/our-insights/understanding-and-managing-the-hidden-health-crisis-of-covid-19-in-europe,560
3390,How to accelerate innovation in new green business building,Pablo Hernandez,"February 17, 2023",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/how-to-accelerate-innovation-in-new-green-business-building,560
3391,"“In order to play the game of poker or play the game of life well, you have to quit in some situations, particularly those situations where other people might not.”",Not specified,"November 8, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/november-8-2022,560
3392,Changing patient behavior: the next frontier in healthcare value,Not specified,"January 1, 2012",https://www.mckinsey.com/industries/healthcare/our-insights/changing-patient-behavior-the-next-frontier-in-healthcare-value,560
3393,These eight charts show how COVID-19 has changed B2B sales forever,"Arnau Bages Amat , Liz Harrison , Dennis Spillecke , Jennifer Stanley","October 14, 2020",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/these-eight-charts-show-how-covid-19-has-changed-b2b-sales-forever,560
3394,How innovation is driving a new generation of entrepreneurship,Not specified,"November 21, 2021",https://www.mckinsey.com/featured-insights/themes/how-innovation-is-driving-a-new-generation-of-entrepreneurship,560
3395,What’s fueling Pakistan’s emerging start-up ecosystem,Not specified,"May 31, 2022",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/whats-fueling-pakistans-emerging-start-up-ecosystem,761
3396,"“Great CEOs are bold. You can be bold regardless of context. Or you can be bold within that context. If you’re not bold in that first year, you’re not going to move the needle. That is the crux that’ll actually let you conquer any context and any situation around failing. That is your one safeguard against failure.”",Not specified,"January 21, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/january-21-2022,761
3397,Author Talks: 25 million … and counting,Not specified,"August 9, 2022",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-25-million-and-counting,761
3398,How consumer companies in China are preparing for the next normal: A virtual roundtable,"Mingyu Guan , Felix Poh , Alex Sawaya , Daniel Zipser","April 29, 2020",https://www.mckinsey.com/featured-insights/asia-pacific/how-consumer-companies-in-china-are-preparing-for-the-next-normal-a-virtual-roundtable,761
3399,Your guide to dynamics in the insurance industry,Not specified,"October 2, 2021",https://www.mckinsey.com/featured-insights/themes/your-guide-to-dynamics-in-the-insurance-industry,761
3400,Capturing growth in Asia’s emerging EV ecosystem,"Rod Farmer , Rahul Gupta , Vivek Lath , Nimal Manuel","June 30, 2022",https://www.mckinsey.com/featured-insights/future-of-asia/capturing-growth-in-asias-emerging-ev-ecosystem,665
3401,How utilities can use advanced analytics to elevate customer experience,"Bobby Dean , Arpit Goenka , Vinay Gupta , Nimish Jain , Humayun Tai","August 25, 2022",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/how-utilities-can-use-advanced-analytics-to-elevate-customer-experience,665
3402,Insights into the dynamics of new trade flows,Not specified,"May 1, 2014",https://www.mckinsey.com/industries/financial-services/our-insights/insights-into-the-dynamics-of-new-trade-flows,665
3403,"“By wrestling with exacting expectations from their core Black customers, while at the same time contending with misperceptions by the broader market, Black brands are squeezed in a way that non-Black brands aren’t and forced to walk a unique tightrope in moving their businesses forward.”",Not specified,"June 16, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-16-2022,665
3404,Trade policy tensions,Not specified,"January 14, 2025",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/trade-policy-tensions,68
3405,Beyond Performance 2.0: A Proven Approach to Leading Large-Scale Change,Not specified,Not specified,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/beyond-performance-2-a-proven-approach-to-leading-large-scale-change,68
3406,AbbVie’s head of genomics research on the transformative power of AI,"Alex Devereson , Erika Stanzl","January 8, 2025",https://www.mckinsey.com/industries/life-sciences/our-insights/abbvies-head-of-genomics-research-on-the-transformative-power-of-ai,68
3407,COP29: Climate finance and adaptation,Not specified,"November 19, 2024",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/cop29-climate-finance-and-adaptation,68
3408,Ethiopian coffee yields threatened by climate change,"2030, coffee farmers in Ethiopia and corn producers in Mozambique will have a full percentage point higher chance than they do today of experiencing a 25 percent or greater drop in annual yield.","July 13, 2020",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/ethiopian-coffee-yields-threatened-by-climate-change,68
3409,Data defense,Not specified,"January 15, 2025",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/data-defense,68
3410,What is the global stocktake?,Not specified,"August 28, 2024",https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-the-global-stocktake,68
3411,Todo es mejor como código: El uso de las FinOps para gestionar los costos de la nube,"Abhi Bhatnagar , Pablo Prieto-Munoz","February 3, 2025",https://www.mckinsey.com/featured-insights/destacados/todo-es-mejor-como-codigo-el-uso-de-las-finops-para-gestionar-los-costos-de-la-nube/es,68
3412,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/sr,863
3413,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/es-cl,863
3414,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/ru-ru,863
3415,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/cs-cz,863
3416,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/zh-tw,863
3417,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/es-es,863
3418,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/ja-jp,863
3419,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/th-th,863
3420,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/es,863
3421,Coronavirus: Implications for the semiconductor industry,"Harald Bauer , Ondrej Burkacky , Peter Kenevan , Abhijit Mahindroo , Mark Patel","April 14, 2020",https://www.mckinsey.com/industries/semiconductors/our-insights/coronavirus-implications-for-the-semiconductor-industry/my-mm,863
3422,Petrochemicals 2020: A year of resilience and the road to recovery,"Zhou Peng , Theo Jan Simons , Jeremy Wallach , Adam Youngman","May 21, 2021",https://www.mckinsey.com/industries/chemicals/our-insights/petrochemicals-2020-a-year-of-resilience-and-the-road-to-recovery,964
3423,COVID-19 has revived the social contract in advanced economies—for now. What will stick once the crisis abates?,"Anu Madgavkar , Tilman Tacke , Sven Smit , James Manyika","December 10, 2020",https://www.mckinsey.com/industries/public-sector/our-insights/covid-19-has-revived-the-social-contract-in-advanced-economies-for-now-what-will-stick-once-the-crisis-abates,964
3424,Cutting through the noise: How banks can unlock the potential of APIs,"Harald Kube , Timo Mauerhoefer , Nik Tavakoli","July 26, 2019",https://www.mckinsey.com/industries/financial-services/our-insights/banking-matters/cutting-through-the-noise-how-banks-can-unlock-the-potential-of-apis,964
3425,"Opportunities in packaging: An interview with Sealed Air’s president and CEO, Ted Doheny",Not specified,"July 1, 2019",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/opportunities-in-packaging-an-interview-with-sealed-airs-president-and-ceo-ted-doheny,964
3426,What really matters in B2B dynamic pricing,"Arnau Bages Amat , Walter Baker , Nicolas Magnette , Georg Winkler","October 22, 2018",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/what-really-matters-in-b2b-dynamic-pricing,964
3427,Inside the engine room: Debunking the myths of scaling a new business,"Claudy Jules , Shahar Markovitch","July 24, 2024",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/inside-the-engine-room-debunking-the-myths-of-scaling-a-new-business,170
3428,The Iberian green industrial opportunity: Seizing the moment,"Andre Anacleto , David Gonzalez Fernandez , Jose Pimenta da Gama , Maria Joao Ribeirinho","July 30, 2024",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/the-iberian-green-industrial-opportunity-seizing-the-moment,170
3429,Your next business read might be on this list,Not specified,"July 21, 2024",https://www.mckinsey.com/featured-insights/themes/your-next-business-read-might-be-on-this-list,170
3430,Addressing the revolving door in risk,"Farah Dilber , Olivia White , Anu Madgavkar , Ida Kristensen","December 6, 2022",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/addressing-the-revolving-door-in-risk,170
3431,"“There’s no such thing as a data system that doesn’t contain biases or flaws, especially for people left out of the design and executing phases of the data systems themselves.”",Not specified,"July 18, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/july-18-2024,170
3432,"The new real estate investment edge: Tech-enabled brand, CX, and loyalty","Alex Wolkomir , Michael Hales , Vaibhav Gujral","May 15, 2024",https://www.mckinsey.com/industries/real-estate/our-insights/the-new-real-estate-investment-edge-tech-enabled-brand-cx-and-loyalty,170
3433,Imagining construction’s digital future,"Rajat Agarwal , Shankar Chandrasekaran , Mukund Sridhar","June 24, 2016",https://www.mckinsey.com/capabilities/operations/our-insights/imagining-constructions-digital-future,170
3434,"Risk and resilience priorities, as told by chief risk officers","Marc Chiapolino , Filippo Mazzetto , Thomas Poppensieker , Cecile Prinsen , Dan Williams","December 8, 2022",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/risk-and-resilience-priorities-as-told-by-chief-risk-officers,367
3435,The great re-make: Manufacturing for modern times,Not specified,Not specified,https://www.mckinsey.com/capabilities/operations/our-insights/the-great-re-make-manufacturing-for-modern-times-compendium,367
3436,Sizing up the climate risk challenge in Asia,"Mekala Krishnan , Yuito Yamada","October 22, 2020",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/sizing-up-the-climate-risk-challenge-in-asia,367
3437,McKinsey Classics,"Marc Chiapolino , Filippo Mazzetto , Thomas Poppensieker , Cecile Prinsen , Dan Williams","August 26, 2021",https://www.mckinsey.com/featured-insights/mckinsey-classics,367
3438,Time for future air mobility companies to get serious about diversity,"Chang Liu , Kritika Rastogi , Robin Riedel","October 5, 2023",https://www.mckinsey.com/industries/aerospace-and-defense/our-insights/future-air-mobility-blog/time-for-future-air-mobility-companies-to-get-serious-about-diversity,367
3439,Sustaining high performance beyond public-sector pilot projects,"Andreas Bernecker , Julia Klier , Sebastian Stern , Lea Thiel","September 25, 2018",https://www.mckinsey.com/industries/public-sector/our-insights/sustaining-high-performance-beyond-public-sector-pilot-projects,367
3440,Aging with purpose: Why meaningful engagement with society matters,"Hemant Ahlawat , Anthony Darcovich , Ellen Feehan , Madeline Maud , Neeraja Nagarajan , Paula Schabel","October 23, 2023",https://www.mckinsey.com/mhi/our-insights/aging-with-purpose-why-meaningful-engagement-with-society-matters,367
3441,Industrial heat pumps: Five considerations for future growth,"Harald Bauer , Johannes Ehrmaier , Luigi Gigliotti , Friederike Liebach , Thorsten Schleyer , Alessandro Simoncini","March 19, 2024",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/industrial-heat-pumps-five-considerations-for-future-growth,266
3442,Why inclusion matters—and how to foster it,"Diana Ellsworth , Drew Goldstein , Vidya Mahadevan","November 15, 2021",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/why-inclusion-matters-and-how-to-foster-it,266
3443,Implications for UK arts organisations | United Kingdom,"Jonathan Deakin , Tom Meakin , Tunde Olanrewaju , Van Nguyen","November 20, 2023",https://www.mckinsey.com/uk/our-insights/implications,266
3444,Unlocking the value of 5G in the B2C marketplace,"Ferry Grijpink , Jesper Larsson , Alexandre Menard , Konstantin Pell","November 5, 2021",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/unlocking-the-value-of-5g-in-the-b2c-marketplace,266
3445,European mid-cap consumer companies’ plans for growth in a changing environment,"Kathleen Martens , Rene Schmutzler","July 20, 2023",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/european-mid-cap-consumer-companies-plans-for-growth-in-a-changing-environment,266
3446,The space economy is blasting off,Not specified,"January 11, 2024",https://www.mckinsey.com/featured-insights/themes/the-space-economy-is-blasting-off,266
3447,Advanced chip packaging: How manufacturers can play to win,"Ondrej Burkacky , Taeyoung Kim , Inji Yeom","May 24, 2023",https://www.mckinsey.com/industries/semiconductors/our-insights/advanced-chip-packaging-how-manufacturers-can-play-to-win,470
3448,Charting fuel choices as the shipping industry sails toward net zero,"Arjen Kersing , Matt Stone","April 20, 2023",https://www.mckinsey.com/industries/logistics/our-insights/charting-fuel-choices-as-the-shipping-industry-sails-toward-net-zero,470
3449,Lessons in leadership: Making government “a great place to work”,Roland Dillon,"December 12, 2022",https://www.mckinsey.com/industries/public-sector/our-insights/lessons-in-leadership-making-government-a-great-place-to-work,470
3450,"“Everything that you would do to grow a new line of business or drive a business initiative is what it takes to drive DEI at scale. The more companies treat DEI as part of the business, not just something on the side, I think the more they’ll be effective.”",Not specified,"March 15, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/march-15-2023,470
3451,Using lean in wholesale financial services,"Michael Coxon , Tolga Oguz , Christina Schulz","November 1, 2011",https://www.mckinsey.com/industries/financial-services/our-insights/using-lean-in-wholesale-financial-services,470
3452,Bracing for seven critical changes as fintech matures,"Miklos Dietz , Vinayak HV , Gillian Lee","November 14, 2016",https://www.mckinsey.com/industries/financial-services/our-insights/bracing-for-seven-critical-changes-as-fintech-matures,561
3453,"“It’s about going into that room and making everyone believe you are the coolest person they met that day for the sheer fact that you are probably vastly different than what they see on a daily basis. . . . You come in with that, and it helps you maintain that strength and that belief in yourself.”",Not specified,"June 13, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-13-2022,561
3454,Six customer experience pitfalls to avoid,"Itai Miller , Kevin Neher , Rens van den Broek , Tom Wintering","March 17, 2022",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/six-customer-experience-pitfalls-to-avoid,561
3455,“Carbon light” favours the bold | Australia & New Zealand,Not specified,"June 2, 2022",https://www.mckinsey.com/au/our-insights/australia-and-new-zealand-perspectives/carbon-light-favours-the-bold,561
3456,Optimizing performance in infrastructure project delivery,"Leigh Jasper , Karthik Venkatasubramanian","July 20, 2017",https://www.mckinsey.com/capabilities/operations/our-insights/optimizing-performance-in-infrastructure-project-delivery,561
3457,Are you finding the right tech talent?,Not specified,"November 28, 2022",https://www.mckinsey.com/featured-insights/themes/are-you-finding-the-right-tech-talent,561
3458,Why on earth should business care about space?,Mina Alaghband,"October 7, 2022",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/why-on-earth-should-business-care-about-space,561
3459,How semiconductor companies can get better at managing software development,Not specified,"September 1, 2014",https://www.mckinsey.com/industries/semiconductors/our-insights/how-semiconductor-companies-can-get-better-at-managing-software-development,965
3460,How COVID-19 is reshaping China’s medtech industry,"Sizhe Chen , Franck Le Deu , Florian Then , Kevin Wu","May 7, 2020",https://www.mckinsey.com/featured-insights/china/how-covid-19-is-reshaping-chinas-medtech-industry,965
3461,"How healthcare investing efforts can drive innovation: a conversation with Matt Holt, President, Private Equity, New Mountain Capital",Prashanth Reddy,"January 15, 2020",https://www.mckinsey.com/industries/healthcare/our-insights/how-healthcare-investing-efforts-can-drive-technology-and-innovation,965
3462,"Conquering Everest: An interview with Simon Murphy, CEO of Battersea Power Station Development Company",Simon Murphy,"March 31, 2019",https://www.mckinsey.com/capabilities/operations/our-insights/conquering-everest-an-interview-with-simon-murphy-ceo-of-battersea-power-station-development-company,965
3463,High-stakes innovation: An interview with a cultivated-meat pioneer,Not specified,"August 31, 2021",https://www.mckinsey.com/industries/agriculture/our-insights/high-stakes-innovation-an-interview-with-a-cultivated-meat-pioneer,965
3464,How inclusive design can reconnect people with government,"Matthias Daub , Daniel Hoglund , Gaelle le Gelard , Malin Oreback","December 3, 2019",https://www.mckinsey.com/industries/public-sector/our-insights/how-inclusive-design-can-reconnect-people-with-government,965
3465,When governments go remote,"Jonathan Dimson , Elizabeth Foote , Jesper Ludolph , Christoforos Nikitas","April 16, 2020",https://www.mckinsey.com/industries/public-sector/our-insights/when-governments-go-remote,965
3466,Opportunity knocks for Europe’s digital consumer: Digital trends show big gains and new opportunities,"Neira Hajro , Klemens Hjartar , Paul Jenkins , Benjamim Vieira","June 28, 2022",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/opportunity-knocks-for-europes-digital-consumer-digital-trends-show-big-gains-and-new-opportunities,762
3467,Smart quality in advanced industries,"Alvaro Carpintero , Ulrich Huber , Evgeniya Makarova , Heiko Nick","March 15, 2021",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/smart-quality-in-advanced-industries,762
3468,The seven decisions that matter in a digital transformation: A CEO’s guide to reinvention,"Peter Dahlstrom , Driek Desmet , Marc Singer","February 22, 2017",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-seven-decisions-that-matter-in-a-digital-transformation,762
3469,In conversation: The CEO moment,Not specified,"October 12, 2020",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/in-conversation-the-ceo-moment,762
3470,Mobile wallets: Southeast Asia’s new digital life hack,Not specified,"May 25, 2022",https://www.mckinsey.com/industries/financial-services/our-insights/mobile-wallets-southeast-asias-new-digital-life-hack,762
3471,The data-driven future of storytelling: MIT’s Deb Roy on the message and the medium,Not specified,"January 13, 2022",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/the-data-driven-future-of-storytelling-mits-deb-roy-on-the-message-and-the-medium,762
3472,How to take back your time at work and in life,Not specified,"February 5, 2022",https://www.mckinsey.com/featured-insights/themes/how-to-take-back-your-time-at-work-and-in-life,762
3473,The 90% success recipe: How digital and analytics can help commercial transformations beat the odds and the market,"Homayoun Hatami , Candace Lun Plotkin , Kevin McLellan , Patrick Schulze","September 1, 2018",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/the-90-percent-success-recipe,666
3474,Understanding the SEC’s proposed climate risk disclosure rule,"Laura Corb , Kimberly Henderson , Tim Koller , Shally Venugopal","June 3, 2022",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/understanding-the-secs-proposed-climate-risk-disclosure-rule,666
3475,Ramping up at warp speed,"Mark Patel , John Saunders , Nicholas Sergeant , Tilia Wong","February 18, 2016",https://www.mckinsey.com/industries/semiconductors/our-insights/ramping-up-at-warp-speed,666
3476,The power of parity: Advancing women’s equality in India,"Lola Woetzel , Anu Madgavkar , Rajat Gupta , James Manyika , Kweilin Ellingrud , Shishir Gupta , Mekala Krishnan","November 1, 2015",https://www.mckinsey.com/featured-insights/employment-and-growth/the-power-of-parity-advancing-womens-equality-in-india,666
3477,"“I’ve always been a big believer that people don’t experience your values; they experience your behaviors. They experience the way things happen, implicitly and explicitly, inside an organization. That defines the smell of the place—the culture of an organization.”",Not specified,"June 14, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-14-2022,666
3478,Indian farmers’ optimism is driving interest in new products,"Nitika Nathani , Pradeep Prabhala","January 15, 2025",https://www.mckinsey.com/industries/agriculture/our-insights/indian-farmers-optimism-is-driving-interest-in-new-products,69
3479,Climate change hits the poor hardest. Here’s how to protect them,Mekala Krishnan,"November 16, 2020",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/climate-change-hits-the-poor-hardest-heres-how-to-protect-them,69
3480,La simulation neuronale avancée au service de l’accélération et de la performance du développement de produits industriels | France,"Hugues Lavandier , Stephane Bout , Mickael Brossard , Maxime Szybowski , Marie Klaeyle","January 30, 2025",https://www.mckinsey.com/fr/our-insights/la-simulation-neuronale-avancee-au-service-de-lacceleration-et-de-la-performance-du-developpement-de-produits-industriels,69
3481,What it takes to make separations a competitive difference-maker,"Andy West , Anna Mattsson , Jamie Koenig","December 19, 2024",https://www.mckinsey.com/capabilities/m-and-a/our-insights/what-it-takes-to-make-separations-a-competitive-difference-maker,69
3482,It’s time for philanthropy to step up the fight against climate change,Not specified,"October 20, 2021",https://www.mckinsey.com/capabilities/sustainability/our-insights/its-time-for-philanthropy-to-step-up-the-fight-against-climate-change,69
3483,What every leader needs to know about organizational management,Not specified,"November 20, 2017",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/what-every-leader-needs-to-know-about-organizational-management,69
3484,What’s on the menu? Revenue growth techniques for restaurants,"David Fuller , Jen Henry , Katharine Mattox , Duncan Miller , Ankit Sood","June 27, 2023",https://www.mckinsey.com/industries/retail/our-insights/whats-on-the-menu-revenue-growth-techniques-for-restaurants,171
3485,Alex Hardiman on product outside of pure technology companies,Rikki Singh,"April 12, 2024",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/alex-hardiman-on-product-outside-of-pure-technology-companies,171
3486,Against the odds: How life sciences companies excel in large transformations,"Christian Amberg , Thomas Boitani , Laura Bremme , Matthews Mmopi","September 14, 2022",https://www.mckinsey.com/industries/life-sciences/our-insights/against-the-odds-how-life-sciences-companies-excel-in-large-transformations,171
3487,The state of AI in early 2024: Gen AI adoption spikes and starts to generate value,"Alex Singla , Alexander Sukharevsky , Lareina Yee , Michael Chui","May 30, 2024",https://www.mckinsey.com/capabilities/quantumblack/our-insights/the-state-of-ai-2024,171
3488,"“There’s potential to use customer care data beyond traditional confines, such as for improving product design or service delivery to reduce customer friction. This approach involves leveraging voice data more strategically than just for compliance and quality assurance.”",Not specified,"July 17, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/july-17-2024,171
3489,Building green businesses: How Finnish companies can accelerate the transition to net zero,Not specified,"April 24, 2023",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/building-green-businesses-how-finnish-companies-can-accelerate-the-transition-to-net-zero,171
3490,The value of innovation in global business services,"Hiren Chheda , Mehul Mathur , Jonathan Silver , Amit Vashisht","March 4, 2024",https://www.mckinsey.com/capabilities/operations/our-insights/operations-blog/the-value-of-innovation-in-global-business-services,171
3491,Five bold moves to quickly transform your organization’s culture,"Brooke Weddle , John Parsons , Wyman Howard","May 17, 2024",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/five-bold-moves-to-quickly-transform-your-organizations-culture,171
3492,FourKites’ CEO on the value of digitization,Dilip Bhattacharjee,"July 22, 2024",https://www.mckinsey.com/industries/logistics/our-insights/fourkites-ceo-on-the-value-of-digitization,171
